Areaname,FIPS,Total_Area_sq_mi_LND010190D,LND010200D,LND110180D,LND110190D,Land_Area_sq_mi_LND110200D,LND110210D,Water_Area_sq_miLND210190D,LND210200D
"Upshur, TX",48459,592.72,592.67,587.18,587.72,587.64,582.95,5,5.02
"Upton, TX",48461,1241.93,1241.83,1243.1,1241.77,1241.68,1241.32,0.16,0.16
"Uvalde, TX",48463,1558.71,1558.6,1564.29,1556.65,1556.55,1551.95,2.06,2.06
"Val Verde, TX",48465,3232.7,3232.4,3149.73,3170.68,3170.38,3144.75,62.02,62.02
"Van Zandt, TX",48467,859.56,859.48,854.72,848.81,848.64,842.56,10.75,10.84
"Victoria, TX",48469,888.81,888.73,886.98,882.58,882.5,882.14,6.23,6.23
"Walker, TX",48471,801.51,801.44,785.89,787.52,787.45,784.17,13.99,13.99
"Waller, TX",48473,518.49,518.49,513.99,513.62,513.63,513.43,4.87,4.87
"Ward, TX",48475,835.81,835.74,835.66,835.56,835.49,835.6,0.25,0.25
"Washington, TX",48477,621.4,621.35,610,609.28,609.22,603.95,12.12,12.13
"Webb, TX",48479,3375.67,3375.53,3362.4,3356.97,3356.83,3361.48,18.7,18.69
"Wharton, TX",48481,1094.51,1094.43,1086.49,1090.21,1090.13,1086.15,4.3,4.29
"Wheeler, TX",48483,915.39,915.34,904.49,914.27,914.26,914.52,1.12,1.08
"Wichita, TX",48485,633.04,633.01,606.23,627.69,627.66,627.78,5.35,5.35
"Wilbarger, TX",48487,978.16,978.1,947.01,971.13,971.06,970.84,7.03,7.03
"Willacy, TX",48489,784.27,784.23,589.35,596.71,596.68,590.55,187.56,187.55
"Williamson, TX",48491,1136.5,1134.74,1136.75,1124.37,1122.77,1118.3,12.13,11.97
"Wilson, TX",48493,808.64,808.57,806.59,807.18,806.99,803.73,1.46,1.58
"Winkler, TX",48495,841.29,841.24,839.87,841.1,841.05,841.11,0.19,0.19
"Wise, TX",48497,922.84,922.77,902.46,904.67,904.61,904.42,18.17,18.17
"Wood, TX",48499,695.87,695.8,688.89,650.29,650.22,645.23,45.58,45.58
"Yoakum, TX",48501,799.79,799.76,800.13,799.78,799.75,799.71,0.01,0.01
"Young, TX",48503,930.9,930.84,918.71,922.39,922.33,914.47,8.51,8.51
"Zapata, TX",48505,1058.18,1058.1,998.84,996.84,996.76,998.41,61.34,61.34
"Zavala, TX",48507,1301.82,1301.72,1298.43,1298.58,1298.48,1297.41,3.24,3.24
UTAH,49000,84904.12,84898.83,82072.91,82168.15,82143.65,82169.62,2735.97,2755.18
"Beaver, UT",49001,2592.43,2592.28,2586.19,2590.11,2589.95,2589.88,2.32,2.33
"Box Elder, UT",49003,6729.45,6729.03,5613.59,5723.69,5723.34,5745.55,1005.76,1005.69
"Cache, UT",49005,1173.17,1173.07,1170.97,1164.63,1164.52,1164.81,8.54,8.55
"Carbon, UT",49007,1484.69,1484.57,1479.17,1478.57,1478.46,1478.49,6.12,6.12
"Daggett, UT",49009,723.1,723.06,698.78,698.39,698.36,696.98,24.71,24.71
"Davis, UT",49011,633.57,633.7,299.22,304.5,304.48,298.78,329.07,329.22
"Duchesne, UT",49013,3256.29,3255.97,3233.41,3238.39,3238.05,3240.95,17.9,17.92
"Emery, UT",49015,4461.83,4461.54,4449.1,4452.14,4451.85,4462.31,9.69,9.69
"Garfield, UT",49017,5208.5,5208.2,5147.9,5174.52,5174.22,5175.12,33.98,33.98
"Grand, UT",49019,3694.3,3694.08,3688.69,3681.78,3681.56,3671.54,12.52,12.52
"Iron, UT",49021,3302.12,3301.84,3301.38,3298.51,3297.98,3296.68,3.61,3.87
"Juab, UT",49023,3406.46,3406.28,3396,3391.9,3391.74,3392.28,14.56,14.54
"Kane, UT",49025,4108.6,4108.42,3897.68,3992.18,3991.96,3990.23,116.42,116.46
"Millard, UT",49027,6828.51,6828.01,6818.28,6589.62,6589.13,6572.43,238.89,238.87
"Morgan, UT",49029,610.79,610.79,603.02,609.13,609.13,609.2,1.66,1.66
"Piute, UT",49031,765.81,765.76,758.59,757.86,757.81,757.79,7.95,7.95
"Rich, UT",49033,1086.36,1086.29,1034.16,1028.61,1028.53,1028.78,57.75,57.76
"Salt Lake, UT",49035,807.83,807.78,756.3,737.42,737.38,742.28,70.41,70.4
"San Juan, UT",49037,7933.64,7933.09,7724.9,7820.72,7820.18,7819.99,112.92,112.91
"Sanpete, UT",49039,1602.71,1602.66,1586.64,1588.16,1588.11,1590.15,14.55,14.55
"Sevier, UT",49041,1918.41,1918.28,1909.55,1910.38,1910.25,1910.58,8.03,8.03
"Summit, UT",49043,1882.15,1882.05,1865.2,1871.15,1871.05,1871.71,11,11
"Tooele, UT",49045,7287.73,7287.12,6919.3,6945.92,6930.35,6941.35,341.81,356.76
"Uintah, UT",49047,4499.21,4498.98,4478.8,4477.3,4477.07,4479.69,21.91,21.91
"Utah, UT",49049,2141.06,2140.98,2017.73,1998.41,1998.33,2003.45,142.65,142.64
"Wasatch, UT",49051,1209.24,1209.17,1190.55,1180.93,1177.39,1175.5,28.31,31.78
"Washington, UT",49053,2430.07,2429.91,2421.59,2427.2,2426.62,2426.36,2.87,3.28
"Wayne, UT",49055,2466.61,2466.47,2460.56,2460.46,2460.32,2460.68,6.15,6.15
"Weber, UT",49057,659.49,659.46,565.66,575.58,575.54,576.08,83.91,83.93
VERMONT,50000,9615,9614.26,9272.97,9249.33,9249.56,9216.66,365.67,364.7
"Addison, VT",50001,808.46,808.3,772.91,770.04,770.18,766.33,38.42,38.12
"Bennington, VT",50003,677.72,677.67,676.6,676.32,676.27,674.98,1.4,1.4
"Caledonia, VT",50005,657.74,657.52,651.43,650.96,650.59,648.86,6.78,6.94
"Chittenden, VT",50007,619.62,619.64,539.74,538.95,539.04,536.58,80.67,80.6
"Essex, VT",50009,673.83,673.75,666.04,665.29,665.2,663.6,8.54,8.56
"Franklin, VT",50011,692.66,692.02,649.08,637.08,637.07,633.71,55.58,54.95
"Grand Isle, VT",50013,194.66,194.67,88.66,82.63,82.62,81.81,112.03,112.06
"Lamoille, VT",50015,463.47,463.75,460.94,460.59,460.97,458.8,2.88,2.78
"Orange, VT",50017,691.97,691.74,689.94,688.74,688.56,687.03,3.23,3.18
"Orleans, VT",50019,720.33,721.14,696.66,696.87,697.7,693.27,23.46,23.44
"Rutland, VT",50021,944.43,944.77,932.48,932.18,932.53,929.82,12.25,12.24
"Washington, VT",50023,695.83,695.43,690.03,689.57,689.17,687.23,6.26,6.26
"Windham, VT",50025,798.18,798.12,786.96,788.78,788.72,785.31,9.4,9.4
"Windsor, VT",50027,976.09,975.74,971.5,971.32,970.96,969.34,4.77,4.78
VIRGINIA,51000,42768.88,42774.2,39703.52,39597.79,39594.07,39490.09,3171.09,3180.13
"Accomack, VA",51001,1310.18,1310.05,475.68,454.61,455.24,449.5,855.57,854.8
"Albemarle, VA",51003,726.24,726.18,725.24,722.75,722.61,720.7,3.49,3.58
"Alleghany, VA",51005,446.93,445.67,446.14,445.89,444.63,445.46,1.04,1.04
"Amelia, VA",51007,358.57,358.54,356.89,356.83,356.8,355.27,1.74,1.74
"Amherst, VA",51009,478.81,478.78,478.51,475.26,475.18,473.93,3.55,3.6
"Appomattox, VA",51011,334.75,334.73,336.06,333.7,333.69,333.49,1.05,1.05
"Arlington, VA",51013,25.97,25.96,25.96,25.88,25.87,25.97,0.09,0.09
"Augusta, VA",51015,972.28,970.93,988.74,971.71,970.36,967,0.57,0.57
"Bath, VA",51017,534.59,534.56,537.58,531.87,531.86,529.16,2.72,2.7
"Bedford, VA",51019,769.36,769.25,747.33,754.85,754.5,753.02,14.51,14.75
"Bland, VA",51021,358.74,358.73,358.51,358.68,358.67,357.73,0.06,0.06
"Botetourt, VA",51023,545.98,545.94,544.61,542.7,542.66,541.2,3.28,3.28
"Brunswick, VA",51025,569.4,569.37,563.22,566.17,566.14,566.17,3.23,3.23
"Buchanan, VA",51027,503.9,503.88,503.68,503.9,503.88,502.76,0,0
"Buckingham, VA",51029,583.6,583.56,583.44,580.9,580.86,579.66,2.7,2.7
"Campbell, VA",51031,507.28,507.26,505.2,504.5,504.48,503.87,2.78,2.78
"Caroline, VA",51033,538.94,538.89,535.46,532.63,532.52,527.51,6.31,6.36
"Carroll, VA",51035,477.84,477.64,477.64,476.54,476.34,474.69,1.3,1.3
"Charles City, VA",51036,203.9,204.22,181.45,182.47,182.76,182.82,21.43,21.46
"Charlotte, VA",51037,477.46,477.44,476.5,475.03,474.99,475.27,2.43,2.45
"Chesterfield, VA",51041,438.43,436.99,434.24,425.71,425.75,423.3,12.72,11.23
"Clarke, VA",51043,178.2,178.19,178.34,176.63,176.62,176.18,1.57,1.57
"Craig, VA",51045,330.07,330.61,329.82,330.07,330.61,329.53,0,0
"Culpeper, VA",51047,382.32,382.28,382,381.17,381,379.23,1.15,1.27
"Cumberland, VA",51049,299.76,299.73,299.55,298.52,298.45,297.46,1.24,1.28
"Dickenson, VA",51051,334.57,333.63,331.37,332.66,331.71,330.53,1.91,1.91
"Dinwiddie, VA",51053,507.04,506.98,506.86,503.76,503.67,503.72,3.28,3.31
"Essex, VA",51057,285.92,285.91,262.58,257.78,257.77,257.12,28.14,28.14
"Fairfax, VA",51059,406.81,406.61,393.57,395.57,395.04,390.97,11.24,11.57
"Fauquier, VA",51061,651.83,651.42,650.89,650.31,649.7,647.45,1.52,1.72
"Floyd, VA",51063,381.49,381.23,381.22,381.48,381.22,380.42,0.01,0.01
"Fluvanna, VA",51065,290.23,290.21,289.86,287.43,287.37,286.01,2.8,2.84
"Franklin, VA",51067,711.6,711.56,683.2,692.12,692.08,690.43,19.48,19.48
"Frederick, VA",51069,415.66,415.62,414.96,414.58,414.63,413.5,1.08,1
"Giles, VA",51071,360.97,360.4,361.96,357.9,357.33,355.78,3.07,3.07
"Gloucester, VA",51073,288.02,288,225.19,216.59,216.61,217.81,71.43,71.39
"Goochland, VA",51075,290.01,289.99,281.3,284.45,284.43,281.42,5.56,5.56
"Grayson, VA",51077,445.93,445.9,445.9,442.67,442.64,442.18,3.26,3.26
"Greene, VA",51079,156.98,156.96,156.83,156.61,156.58,156.25,0.37,0.39
"Greensville, VA",51081,296.83,296.81,300.36,295.46,295.44,295.23,1.37,1.37
"Halifax, VA",51083,824.05,829.56,816.04,813.8,819.3,817.84,10.25,10.27
"Hanover, VA",51085,474.11,474.08,467.43,472.76,472.68,468.54,1.35,1.4
"Henrico, VA",51087,243.22,244.6,238.11,238.13,238.06,233.7,5.09,6.54
"Henry, VA",51089,384.41,384.39,382.33,382.37,382.35,382.33,2.04,2.04
"Highland, VA",51091,415.88,415.86,415.8,415.88,415.86,415.16,0,0
"Isle of Wight, VA",51093,362.79,362.76,319.46,315.89,315.87,315.61,46.9,46.89
"James City, VA",51095,179.73,179.71,153.1,142.92,142.92,142.44,36.81,36.79
"King and Queen, VA",51097,326.35,326.33,317.16,316.28,316.26,315.14,10.07,10.06
"King George, VA",51099,187.81,187.79,180.07,180.02,180,179.64,7.79,7.79
"King William, VA",51101,285.67,285.65,277.76,275.45,275.43,273.94,10.22,10.22
"Lancaster, VA",51103,231.36,231.35,132.88,133.15,133.14,133.25,98.21,98.2
"Lee, VA",51105,437.34,437.32,437.46,437.15,437.13,435.52,0.19,0.18
"Loudoun, VA",51107,521.14,521.1,521.09,519.92,519.85,515.56,1.22,1.25
"Louisa, VA",51109,510.83,510.79,496.57,497.49,497.14,496.3,13.34,13.65
"Lunenburg, VA",51111,432.4,432.38,432.23,431.78,431.7,431.68,0.62,0.68
"Madison, VA",51113,321.81,321.78,321.74,321.45,321.42,320.68,0.36,0.36
"Mathews, VA",51115,251.98,251.96,87.15,85.69,85.68,85.93,166.29,166.28
"Mecklenburg, VA",51117,679.34,679.29,616.14,623.98,623.93,625.49,55.36,55.36
"Middlesex, VA",51119,210.76,210.75,133.95,130.3,130.3,130.31,80.46,80.46
"Montgomery, VA",51121,389.44,389.43,389.56,388.24,388.22,387.01,1.2,1.21
"Nelson, VA",51125,474.34,474.31,474.36,472.39,472.35,470.86,1.95,1.95
"New Kent, VA",51127,223.77,223.48,212.9,209.83,209.55,209.73,13.94,13.93
"Northampton, VA",51131,795.4,795.34,225.94,207.38,207.37,211.61,588.02,587.97
"Northumberland, VA",51133,285.68,285.67,184.54,192.32,192.3,191.3,93.36,93.36
"Nottoway, VA",51135,316.13,316.1,316.41,314.73,314.65,314.39,1.4,1.45
"Orange, VA",51137,343.44,343.41,341.91,341.74,341.7,340.78,1.7,1.7
"Page, VA",51139,314.11,314.09,313.04,311.14,311.13,310.86,2.97,2.97
"Patrick, VA",51141,485.88,485.87,481.07,483.16,483.14,483.1,2.72,2.72
"Pittsylvania, VA",51143,978.21,978.18,994.93,970.85,970.76,968.94,7.36,7.42
"Powhatan, VA",51145,262.42,262.4,261.19,261.3,261.28,260.22,1.12,1.12
"Prince Edward, VA",51147,353.87,353.85,353.52,352.81,352.76,349.96,1.06,1.09
"Prince George, VA",51149,281.55,281.85,265.67,265.61,265.62,265.16,15.94,16.23
"Prince William, VA",51153,349.05,348.36,339.21,338.42,337.78,336.4,10.63,10.58
"Pulaski, VA",51155,329.6,329.59,318.22,320.57,320.57,319.86,9.03,9.03
"Rappahannock, VA",51157,266.86,266.83,267.14,266.6,266.57,266.23,0.26,0.26
"Richmond, VA",51159,216.4,216.38,192.71,191.48,191.46,191.49,24.92,24.92
"Roanoke, VA",51161,250.84,251.04,251.09,250.66,250.87,250.52,0.18,0.18
"Rockbridge, VA",51163,601.02,600.98,603.18,599.67,599.63,597.56,1.35,1.35
"Rockingham, VA",51165,853.35,853.29,864.84,851.2,851.15,849.09,2.15,2.14
"Russell, VA",51167,476.78,476.77,479,474.67,474.66,473.82,2.11,2.11
"Scott, VA",51169,538.66,538.63,535.42,536.62,536.58,535.53,2.04,2.05
"Shenandoah, VA",51171,512.56,512.53,512.24,512.24,512.2,508.78,0.32,0.32
"Smyth, VA",51173,452.33,452.31,452.07,452.11,452.09,450.93,0.22,0.22
"Southampton, VA",51175,603.07,602.35,602.9,600.27,599.56,599.15,2.8,2.8
"Spotsylvania, VA",51177,412.3,412.27,404,400.9,400.86,401.5,11.4,11.41
"Stafford, VA",51179,279.55,279.95,271.11,270,270.35,268.96,9.55,9.59
"Surry, VA",51181,310.32,310.31,281.34,279.1,279.09,278.95,31.22,31.22
"Sussex, VA",51183,492.86,492.83,491.39,490.76,490.73,490.22,2.1,2.1
"Tazewell, VA",51185,519.91,519.89,520.05,519.76,519.74,518.85,0.15,0.15
"Warren, VA",51187,216.35,216.32,217.27,213.73,213.7,213.47,2.62,2.63
"Washington, VA",51191,567.59,565.98,562.43,564.21,562.86,560.98,3.38,3.12
"Westmoreland, VA",51193,252.65,252.64,226.64,229.19,229.18,229.38,23.46,23.46
"Wise, VA",51195,404.56,405.22,404.79,403.37,404.04,403.19,1.19,1.18
"Wythe, VA",51197,464.63,464.62,464.55,463.26,463.24,461.82,1.37,1.37
"York, VA",51199,215.5,215.52,113.22,105.62,105.65,104.78,109.88,109.87
"Alexandria, VA",51510,15.38,15.41,15.03,15.28,15.18,15.03,0.1,0.23
"Bedford, VA",51515,6.86,6.9,6.76,6.85,6.89,6.88,0.01,0.01
"Bristol, VA",51520,11.59,13.16,11.58,11.59,12.9,13.01,0,0.27
"Buena Vista, VA",51530,6.83,6.83,2.93,6.83,6.83,6.7,0,0
"Charlottesville, VA",51540,10.26,10.26,10.43,10.26,10.26,10.24,0,0
"Chesapeake, VA",51550,350.92,350.9,340,340.68,340.72,340.8,10.24,10.18
"Clifton Forge, VA",51560,3.1,3.1,3.07,3.1,3.09,0,0,0
"Colonial Heights, VA",51570,7.79,7.79,7.68,7.47,7.48,7.52,0.32,0.31
"Covington, VA",51580,4.44,5.67,4.41,4.44,5.67,5.47,0,0
"Danville, VA",51590,43.94,43.94,17.15,43.06,43.06,42.93,0.88,0.88
"Emporia, VA",51595,6.96,6.97,2.42,6.89,6.89,6.89,0.07,0.07
"Fairfax, VA",51600,6.16,6.31,5.98,6.16,6.31,6.24,0,0
"Falls Church, VA",51610,2,1.99,1.97,2,1.99,2,0,0
"Franklin, VA",51620,7.72,8.4,3.83,7.67,8.35,8.21,0.05,0.05
"Fredericksburg, VA",51630,10.52,10.52,6.11,10.51,10.52,10.44,0.01,0
"Galax, VA",51640,8.07,8.23,8.27,8.07,8.23,8.24,0,0
"Hampton, VA",51650,128.56,136.23,51.3,51.82,51.78,51.41,76.74,84.45
"Harrisonburg, VA",51660,17.59,17.59,6.06,17.56,17.56,17.42,0.03,0.03
"Hopewell, VA",51670,10.72,10.82,10.3,10.25,10.24,10.28,0.47,0.58
"Lexington, VA",51678,2.49,2.49,2.3,2.49,2.49,2.5,0,0
"Lynchburg, VA",51680,49.77,49.76,49.55,49.4,49.39,49.13,0.37,0.37
"Manassas, VA",51683,10.03,9.96,8.17,10.01,9.93,9.88,0.02,0.02
"Manassas Park, VA",51685,1.83,2.49,1.98,1.83,2.49,2.53,0,0
"Martinsville, VA",51690,11.01,11.01,10.97,10.96,10.96,10.96,0.05,0.05
"Newport News, VA",51700,119.03,119.05,65.3,68.33,68.29,68.71,50.7,50.76
"Norfolk, VA",51710,96.3,96.3,53,53.76,53.73,54.12,42.54,42.58
"Norton, VA",51720,7.26,7.53,6.8,7.26,7.53,7.48,0,0
"Petersburg, VA",51730,23.22,23.19,23.03,22.88,22.88,22.93,0.34,0.3
"Poquoson, VA",51735,78.43,78.43,16.9,15.52,15.52,15.32,62.91,62.91
"Portsmouth, VA",51740,46.62,46.62,29.9,33.15,33.16,33.65,13.47,13.46
"Radford, VA",51750,10.19,10.19,7.43,9.82,9.82,9.87,0.37,0.37
"Richmond, VA",51760,62.61,62.55,60.06,60.13,60.07,59.81,2.48,2.48
"Roanoke, VA",51770,42.93,42.91,43.09,42.9,42.88,42.56,0.03,0.03
"Salem, VA",51775,14.55,14.59,14.37,14.55,14.59,14.44,0,0
"South Boston, VA",51780,5.55,0,5.55,5.54,0,0,0.01,0
"Staunton, VA",51790,19.76,19.71,8.57,19.76,19.71,19.98,0,0
"Suffolk, VA",51800,429.09,429.07,409.17,400.08,400.02,400.17,29.01,29.05
"Virginia Beach, VA",51810,497.35,497.33,255.93,248.32,248.29,249.02,249.03,249.03
"Waynesboro, VA",51820,14.06,15.38,7.53,14.04,15.36,15.04,0.02,0.02
"Williamsburg, VA",51830,8.74,8.67,5.17,8.61,8.54,9.02,0.13,0.13
"Winchester, VA",51840,9.33,9.33,9.31,9.33,9.33,9.23,0,0
WASHINGTON,53000,71302.65,71299.64,66511.31,66581.95,66544.06,66455.52,4720.7,4755.58
"Adams, WA",53001,1929.73,1929.69,1921.49,1925,1924.96,1924.98,4.73,4.73
"Asotin, WA",53003,640.69,640.69,634.83,635.91,635.34,636.21,4.78,5.34
"Benton, WA",53005,1760.19,1760.12,1714.72,1703.12,1703.09,1700.38,57.07,57.03
"Chelan, WA",53007,2993.87,2993.62,2915.54,2921.63,2921.37,2920.53,72.24,72.25
"Clallam, WA",53009,2676.14,2670.34,1752.5,1745.16,1739.45,1738.33,930.98,930.89
"Clark, WA",53011,656.26,656.22,627.1,627.89,628.22,629,28.37,27.99
"Columbia, WA",53013,873.52,873.53,864.6,868.81,868.81,868.63,4.71,4.71
"Cowlitz, WA",53015,1166.41,1166.33,1139.5,1138.72,1138.64,1140.13,27.69,27.69
"Douglas, WA",53017,1848.74,1848.69,1817.05,1820.58,1820.53,1819.26,28.16,28.17
"Ferry, WA",53019,2257.46,2257.46,2199.99,2203.98,2203.98,2203.16,53.48,53.48
"Franklin, WA",53021,1265.38,1265.35,1242.73,1242.18,1242.4,1242.17,23.2,22.95
"Garfield, WA",53023,718.18,718.19,705.95,710.54,710.55,710.69,7.64,7.64
"Grant, WA",53025,2791.37,2791.29,2659.78,2676.38,2681.06,2679.51,114.99,110.23
"Grays Harbor, WA",53027,2224.59,2224.44,1918.3,1917.26,1916.89,1902.03,307.33,307.55
"Island, WA",53029,517.39,517.39,211.5,208.59,208.43,208.45,308.8,308.95
"Jefferson, WA",53031,2178.03,2183.52,1805.2,1808.82,1814.23,1803.7,369.21,369.29
"King, WA",53033,2306.77,2306.53,2128,2126.1,2126.04,2115.57,180.67,180.48
"Kitsap, WA",53035,565.98,565.98,392.7,395.99,395.97,394.94,169.99,170.01
"Kittitas, WA",53037,2333.24,2333.11,2308.27,2297.32,2297.19,2297.27,35.92,35.93
"Klickitat, WA",53039,1904.29,1904.18,1880.03,1872.48,1872.37,1871.31,31.81,31.8
"Lewis, WA",53041,2436.43,2436.26,2408.95,2407.8,2407.64,2402.8,28.63,28.63
"Lincoln, WA",53043,2339.74,2339.71,2309.64,2311.24,2311.21,2310.49,28.5,28.51
"Mason, WA",53045,1051.09,1051.03,961.01,961.11,961.06,959.42,89.98,89.97
"Okanogan, WA",53047,5315.38,5315.16,5281.27,5268.29,5268.07,5267.98,47.09,47.09
"Pacific, WA",53049,1223.58,1223.5,907.97,974.56,932.97,932.66,249.02,290.52
"Pend Oreille, WA",53051,1425.34,1425.32,1399.97,1400.48,1400.27,1399.99,24.86,25.05
"Pierce, WA",53053,1806.67,1806.5,1675.38,1675.55,1678.91,1669.51,131.12,127.58
"San Juan, WA",53055,621.09,621.07,179.3,174.94,174.92,173.92,446.15,446.15
"Skagit, WA",53057,1920.49,1920.47,1734.6,1735.29,1735.14,1731.2,185.2,185.33
"Skamania, WA",53059,1683.95,1683.86,1672.04,1656.53,1656.44,1655.68,27.42,27.42
"Snohomish, WA",53061,2196.53,2196.41,2098.2,2090.2,2089.06,2087.27,106.33,107.35
"Spokane, WA",53063,1780.82,1780.72,1761.82,1763.81,1763.64,1763.79,17.01,17.09
"Stevens, WA",53065,2540.66,2540.64,2470.11,2478.33,2478.3,2477.77,62.33,62.34
"Thurston, WA",53067,773.68,773.64,726.52,727.06,727.02,721.96,46.62,46.62
"Wahkiakum, WA",53069,286.7,286.69,260.7,264.25,264.24,263.38,22.45,22.45
"Walla Walla, WA",53071,1299.23,1299.25,1261.43,1270.49,1270.51,1270.13,28.74,28.74
"Whatcom, WA",53073,2503.64,2503.55,2124.67,2120.05,2119.53,2106.86,383.59,384.02
"Whitman, WA",53075,2177.61,2177.6,2151.24,2159.38,2159.37,2159.09,18.23,18.23
"Yakima, WA",53077,4311.78,4311.61,4286.71,4296.12,4296.23,4295.4,15.66,15.38
WEST VIRGINIA,54000,24231.44,24229.76,24119.03,24086.55,24077.73,24038.21,144.89,152.03
"Barbour, WV",54001,342.77,342.75,342.92,340.81,340.79,341.06,1.96,1.96
"Berkeley, WV",54003,321.61,321.58,321.46,321.18,321.14,321.14,0.43,0.44
"Boone, WV",54005,503.22,503.18,503.16,503.02,502.98,501.54,0.2,0.2
"Braxton, WV",54007,516.2,516.17,512.86,513.51,513.48,510.81,2.69,2.69
"Brooke, WV",54009,92.26,92.26,89.99,88.85,88.85,89.21,3.41,3.41
"Cabell, WV",54011,288.04,288.02,282.23,281.61,281.59,281.02,6.43,6.43
"Calhoun, WV",54013,280.65,280.64,280.41,280.63,280.62,279.25,0.02,0.02
"Clay, WV",54015,343.85,343.82,346.38,342.43,342.4,341.9,1.42,1.42
"Doddridge, WV",54017,320.51,320.48,320.64,320.46,320.43,319.72,0.05,0.05
"Fayette, WV",54019,668.4,668.36,666.62,663.97,663.93,661.55,4.43,4.43
"Gilmer, WV",54021,340.09,340.07,339.68,340.07,340.05,338.5,0.02,0.02
"Grant, WV",54023,480.23,480.19,480.3,477.24,477.21,477.37,2.99,2.99
"Greenbrier, WV",54025,1024.49,1024.43,1024.64,1021.32,1021.26,1019.57,3.17,3.17
"Hampshire, WV",54027,644.67,644.62,644.46,641.77,641.72,640.25,2.9,2.9
"Hancock, WV",54029,88.36,88.35,84.35,83.04,82.82,82.61,5.32,5.53
"Hardy, WV",54031,584.52,584.48,584.6,583.44,583.39,582.31,1.08,1.09
"Harrison, WV",54033,416.63,416.6,416.61,416.09,416.04,416.01,0.54,0.56
"Jackson, WV",54035,471.62,471.59,464.08,465.81,465.79,464.35,5.81,5.8
"Jefferson, WV",54037,211.59,211.57,209.32,209.56,209.53,209.64,2.03,2.03
"Kanawha, WV",54039,911.07,910.99,901.28,903.17,903.1,901.59,7.9,7.89
"Lewis, WV",54041,389.79,389.75,388.69,388.84,382.14,384.9,0.95,7.61
"Lincoln, WV",54043,438.61,438.59,439.01,437.45,437.43,437.04,1.16,1.16
"Logan, WV",54045,455.63,455.61,455.57,454.23,454.21,453.74,1.4,1.4
"McDowell, WV",54047,534.94,534.9,534.98,534.76,534.72,533.46,0.18,0.18
"Marion, WV",54049,311.51,311.49,311.63,309.68,309.69,308.74,1.83,1.8
"Marshall, WV",54051,312.2,312.18,305.22,307.03,306.99,305.43,5.17,5.19
"Mason, WV",54053,444.84,444.8,432.65,431.89,431.85,430.75,12.95,12.95
"Mercer, WV",54055,420.71,420.69,420.46,420.5,420.43,418.99,0.21,0.26
"Mineral, WV",54057,329.16,329.13,329.35,327.76,327.73,327.83,1.4,1.4
"Mingo, WV",54059,423.66,423.64,423.93,422.63,422.61,423.11,1.03,1.03
"Monongalia, WV",54061,365.91,365.89,362.69,361.19,361.16,360.06,4.72,4.73
"Monroe, WV",54063,473.68,473.66,473.15,473.38,473.37,472.75,0.3,0.3
"Morgan, WV",54065,229.69,229.67,229.62,229.02,228.98,229.07,0.67,0.68
"Nicholas, WV",54067,654.45,654.4,649.91,648.68,648.63,646.82,5.77,5.77
"Ohio, WV",54069,108.86,108.86,105.74,106.18,106.18,105.82,2.68,2.68
"Pendleton, WV",54071,698.21,698.15,698.07,698,697.87,696.05,0.21,0.28
"Pleasants, WV",54073,134.6,134.59,130.87,130.74,130.73,130.1,3.86,3.86
"Pocahontas, WV",54075,941.9,941.85,941.6,940.34,940.29,940.28,1.56,1.56
"Preston, WV",54077,651.45,651.39,650.96,648.39,648.32,648.81,3.06,3.06
"Putnam, WV",54079,350.42,350.4,346.28,346.25,346.23,345.67,4.17,4.17
"Raleigh, WV",54081,609.38,609.34,608.01,606.97,606.93,605.35,2.41,2.41
"Randolph, WV",54083,1040,1039.92,1040.02,1039.8,1039.72,1039.68,0.2,0.2
"Ritchie, WV",54085,453.61,453.58,453.75,453.54,453.51,451.99,0.07,0.07
"Roane, WV",54087,483.8,483.75,483.91,483.62,483.57,483.56,0.18,0.18
"Summers, WV",54089,367.73,367.72,353.26,361.19,361.17,360.46,6.54,6.54
"Taylor, WV",54091,175.7,175.69,173.62,172.79,172.78,172.77,2.91,2.91
"Tucker, WV",54093,421.13,421.11,420.96,418.89,418.87,418.92,2.24,2.24
"Tyler, WV",54095,260.71,260.69,257.53,257.57,257.56,256.29,3.14,3.14
"Upshur, WV",54097,354.89,354.86,354.67,354.79,354.76,354.64,0.1,0.1
"Wayne, WV",54099,512.23,512.19,507.64,505.8,505.79,505.98,6.43,6.4
"Webster, WV",54101,556.18,556.15,556.13,556.13,555.97,553.47,0.05,0.18
"Wetzel, WV",54103,361.39,361.37,358.81,359.25,359.22,358.06,2.14,2.14
"Wirt, WV",54105,234.85,234.83,235.09,233.01,232.99,232.51,1.84,1.85
"Wood, WV",54107,376.98,376.94,367.36,367.36,367.29,366.26,9.62,9.65
"Wyoming, WV",54109,501.85,501.82,501.9,500.91,500.88,499.45,0.94,0.94
WISCONSIN,55000,65503.21,65497.82,54426.22,54313.71,54310.1,54157.8,11189.5,11187.72
